time,wx (rad/s)
"23,183","-0,53"
"23,183","-0,53"
"23,189","-0,53"
"23,191","-0,53"
"23,192","-0,53"
"23,193","-0,53"
"23,196","-0,54"
"23,198","-0,54"
"23,199","-0,54"
"23,201","-0,54"
"23,205","-0,54"
"23,208","-0,54"
"23,211","-0,55"
"23,212","-0,55"
"23,214","-0,55"
"23,216","-0,55"
"23,222","-0,55"
"23,225","-0,56"
"23,226","-0,56"
"23,226","-0,56"
"23,231","-0,56"
"23,234","-0,56"
"23,234","-0,56"
"23,237","-0,56"
"23,24","-0,56"
"23,243","-0,56"
"23,246","-0,57"
"23,246","-0,57"
"23,25","-0,57"
"23,262","-0,57"
"23,262","-0,57"
"23,262","-0,57"
"23,263","-0,57"
"23,263","-0,58"
"23,264","-0,57"
"23,267","-0,57"
"23,274","-0,58"
"23,274","-0,57"
"23,275","-0,57"
"23,276","-0,58"
"23,28","-0,58"
"23,282","-0,58"
"23,286","-0,58"
"23,29","-0,58"
"23,291","-0,58"
"23,291","-0,58"
"23,295","-0,58"
"23,3","-0,58"
"23,302","-0,58"
"23,302","-0,58"
"23,305","-0,58"
"23,31","-0,58"
"23,313","-0,58"
"23,313","-0,58"
"23,315","-0,58"
"23,32","-0,58"
"23,322","-0,58"
"23,323","-0,58"
"23,325","-0,58"
"23,33","-0,58"
"23,332","-0,58"
"23,332","-0,58"
"23,335","-0,58"
"23,339","-0,58"
"23,343","-0,58"
"23,343","-0,58"
"23,347","-0,58"
"23,349","-0,58"
"23,352","-0,58"
"23,352","-0,58"
"23,354","-0,58"
"23,359","-0,58"
"23,363","-0,58"
"23,363","-0,58"
"23,365","-0,58"
"23,371","-0,58"
"23,371","-0,57"
"23,376","-0,57"
"23,376","-0,57"
"23,382","-0,57"
"23,383","-0,57"
"23,383","-0,57"
"23,386","-0,57"
"23,39","-0,56"
"23,394","-0,56"
"23,395","-0,56"
"23,395","-0,56"
"23,398","-0,56"
"23,402","-0,55"
"23,406","-0,55"
"23,408","-0,55"
"23,409","-0,55"
"23,412","-0,55"
"23,414","-0,55"
"23,415","-0,54"
"23,417","-0,54"
"23,421","-0,54"
"23,423","-0,54"
"23,428","-0,54"
"23,428","-0,54"
"23,43","-0,53"
"23,434","-0,53"
"23,437","-0,53"
"23,439","-0,53"
"23,439","-0,53"
"23,441","-0,52"
"23,446","-0,52"
"23,449","-0,52"
"23,45","-0,52"
"23,454","-0,51"
"23,455","-0,51"
"23,459","-0,51"
"23,462","-0,5"
"23,462","-0,5"
"23,464","-0,5"
"23,469","-0,5"
"23,472","-0,49"
"23,473","-0,49"
"23,475","-0,49"
"23,48","-0,48"
"23,482","-0,48"
"23,482","-0,48"
"23,487","-0,48"
"23,49","-0,47"
"23,492","-0,47"
"23,492","-0,46"
"23,495","-0,46"
"23,501","-0,46"
"23,502","-0,46"
"23,503","-0,45"
"23,515","-0,45"
"23,516","-0,44"
"23,517","-0,45"
"23,518","-0,44"
"23,518","-0,44"
"23,535","-0,44"
"23,537","-0,43"
"23,538","-0,43"
"23,539","-0,42"
"23,539","-0,42"
"23,54","-0,42"
"23,541","-0,42"
"23,542","-0,41"
"23,543","-0,41"
"23,543","-0,41"
"23,544","-0,4"
"23,546","-0,39"
"23,55","-0,4"
"23,552","-0,39"
"23,553","-0,38"
"23,556","-0,38"
"23,558","-0,38"
"23,563","-0,37"
"23,563","-0,37"
"23,565","-0,37"
"23,568","-0,37"
"23,571","-0,36"
"23,572","-0,35"
"23,577","-0,35"
"23,578","-0,35"
"23,583","-0,34"
"23,584","-0,34"
"23,585","-0,34"
"23,589","-0,33"
"23,593","-0,33"
"23,596","-0,33"
"23,596","-0,32"
"23,598","-0,32"
"23,604","-0,31"
"23,605","-0,31"
"23,605","-0,3"
"23,608","-0,3"
"23,613","-0,29"
"23,615","-0,29"
"23,615","-0,29"
"23,619","-0,28"
"23,623","-0,27"
"23,629","-0,27"
"23,63","-0,27"
"23,63","-0,26"
"23,63","-0,26"
"23,634","-0,25"
"23,637","-0,25"
"23,637","-0,25"
"23,64","-0,24"
"23,642","-0,24"
"23,648","-0,23"
"23,65","-0,22"
"23,65","-0,22"
"23,653","-0,22"
"23,657","-0,21"
"23,661","-0,21"
"23,661","-0,2"
"23,662","-0,2"
"23,668","-0,19"
"23,67","-0,19"
"23,671","-0,18"
"23,674","-0,18"
"23,678","-0,17"
"23,68","-0,17"
"23,681","-0,17"
"23,683","-0,15"
"23,689","-0,15"
"23,689","-0,15"
"23,689","-0,14"
"23,693","-0,14"
"23,696","-0,13"
"23,701","-0,13"
"23,707","-0,12"
"23,708","-0,12"
"23,709","-0,11"
"23,71","-0,11"
"23,713","-0,1"
"23,714","-0,1"
"23,717","-0,09"
"23,726","-0,09"
"23,726","-0,08"
"23,727","-0,08"
"23,727","-0,07"
"23,73","-0,06"
"23,733","-0,06"
"23,734","-0,06"
"23,743","-0,05"
"23,744","-0,04"
"23,745","-0,04"
"23,745","-0,04"
"23,748","-0,03"
"23,749","-0,03"
"23,752","-0,02"
"23,753","-0,02"
"23,761","-0,01"
"23,763","-0,01"
"23,763",0
"23,764","0,01"
"23,767","0,01"
"23,772","0,01"
"23,774","0,02"
"23,774","0,03"
"23,775","0,03"
"23,777","0,04"
"23,782","0,04"
"23,784","0,04"
"23,785","0,05"
"23,788","0,05"
"23,791","0,06"
"23,795","0,06"
"23,795","0,07"
"23,799","0,07"
"23,804","0,08"
"23,804","0,08"
"23,804","0,09"
"23,81","0,09"
"23,813","0,1"
"23,817","0,11"
"23,817","0,11"
"23,819","0,11"
"23,823","0,12"
"23,825","0,12"
"23,825","0,13"
"23,828","0,13"
"23,832","0,14"
"23,834","0,14"
"23,834","0,14"
"23,837","0,15"
"23,84","0,16"
"23,844","0,16"
"23,847","0,16"
"23,847","0,17"
"23,852","0,17"
"23,854","0,18"
"23,857","0,18"
"23,86","0,19"
"23,86","0,19"
"23,863","0,2"
"23,87","0,2"
"23,87","0,21"
"23,871","0,21"
"23,875","0,22"
"23,876","0,22"
"23,88","0,22"
"23,883","0,23"
"23,883","0,23"
"23,885","0,23"
"23,896","0,24"
"23,897","0,25"
"23,898","0,25"
"23,898","0,26"
"23,899","0,26"
"23,901","0,26"
"23,917","0,27"
"23,919","0,27"
"23,919","0,28"
"23,92","0,28"
"23,922","0,29"
"23,923","0,29"
"23,925","0,3"
"23,926","0,3"
"23,926","0,3"
"23,927","0,31"
"23,931","0,32"
"23,932","0,32"
"23,932","0,32"
"23,938","0,33"
"23,942","0,33"
"23,943","0,34"
"23,944","0,34"
"23,949","0,35"
"23,95","0,35"
"23,95","0,35"
"23,953","0,36"
"23,957","0,36"
"23,96","0,36"
"23,961","0,37"
"23,963","0,37"
"23,967","0,38"
"23,97","0,38"
"23,971","0,38"
"23,974","0,39"
"23,975","0,39"
"23,981","0,4"
"23,983","0,4"
"23,984","0,41"
"23,985","0,41"
"23,989","0,41"
"23,992","0,41"
"23,992","0,42"
"23,996","0,42"
24,"0,42"
"24,002","0,43"
"24,003","0,43"
"24,006","0,43"
"24,01","0,44"
"24,014","0,44"
"24,015","0,44"
"24,016","0,45"
"24,028","0,45"
"24,029","0,45"
"24,029","0,45"
"24,03","0,46"
"24,03","0,46"
"24,035","0,46"
"24,036","0,47"
"24,037","0,47"
"24,046","0,47"
"24,047","0,48"
"24,047","0,48"
"24,047","0,48"
"24,05","0,48"
"24,054","0,49"
"24,055","0,48"
"24,055","0,49"
"24,061","0,49"
"24,063","0,49"
"24,063","0,49"
"24,068","0,49"
"24,071","0,5"
"24,074","0,5"
"24,074","0,5"
"24,076","0,5"
"24,079","0,5"
"24,083","0,51"
"24,083","0,51"
"24,087","0,51"
"24,09","0,51"
"24,094","0,51"
"24,094","0,52"
"24,096","0,52"
"24,101","0,53"
"24,102","0,52"
"24,102","0,53"
"24,106","0,53"
"24,111","0,53"
"24,112","0,53"
"24,112","0,53"
"24,117","0,53"
"24,124","0,53"
"24,125","0,54"
"24,125","0,54"
"24,126","0,54"
"24,131","0,54"
"24,134","0,55"
"24,134","0,55"
"24,138","0,55"
"24,141","0,55"
"24,143","0,55"
"24,143","0,55"
"24,147","0,55"
"24,152","0,55"
"24,152","0,55"
"24,152","0,56"
"24,157","0,56"
"24,16","0,56"
"24,163","0,56"
"24,164","0,56"
"24,166","0,56"
"24,169","0,56"
"24,172","0,56"
"24,172","0,56"
"24,176","0,56"
"24,179","0,57"
"24,185","0,57"
"24,185","0,57"
"24,186","0,57"
"24,189","0,57"
"24,192","0,57"
"24,196","0,57"
"24,196","0,57"
"24,199","0,57"
"24,206","0,57"
"24,208","0,57"
"24,209","0,57"
"24,209","0,57"
"24,214","0,57"
"24,216","0,57"
"24,217","0,57"
"24,218","0,57"
"24,223","0,57"
"24,225","0,57"
"24,225","0,57"
"24,23","0,57"
"24,233","0,57"
"24,246","0,57"
"24,247","0,57"
"24,247","0,56"
"24,247","0,56"
"24,248","0,56"
"24,248","0,56"
"24,252","0,57"
"24,252","0,56"
"24,257","0,56"
"24,257","0,56"
"24,26","0,56"
"24,263","0,56"
"24,265","0,56"
"24,266","0,55"
"24,268","0,55"
"24,272","0,55"
"24,275","0,55"
"24,276","0,55"
"24,279","0,55"
"24,282","0,54"
"24,286","0,54"
"24,286","0,54"
"24,29","0,54"
"24,293","0,54"
"24,296","0,54"
"24,296","0,53"
"24,3","0,53"
"24,302","0,53"
"24,305","0,53"
"24,308","0,53"
"24,309","0,53"
"24,313","0,53"
"24,316","0,52"
"24,316","0,52"
"24,318","0,52"
"24,323","0,52"
"24,326","0,52"
"24,326","0,51"
"24,329","0,51"
"24,335","0,51"
"24,335","0,51"
"24,335","0,51"
"24,338","0,5"
"24,344","0,5"
"24,347","0,5"
"24,347","0,5"
"24,349","0,49"
"24,352","0,49"
"24,355","0,49"
"24,356","0,49"
"24,359","0,48"
"24,362","0,48"
"24,364","0,48"
"24,364","0,48"
"24,367","0,48"
"24,374","0,47"
"24,375","0,47"
"24,375","0,47"
"24,38","0,47"
"24,38","0,46"
"24,386","0,46"
"24,391","0,46"
"24,391","0,45"
"24,392","0,45"
"24,394","0,45"
"24,399","0,45"
"24,402","0,45"
"24,402","0,44"
"24,403","0,44"
"24,406","0,43"
"24,41","0,43"
"24,414","0,42"
"24,414","0,42"
"24,417","0,42"
"24,419","0,42"
"24,424","0,42"
"24,424","0,41"
"24,425","0,41"
"24,432","0,41"
"24,434","0,4"
"24,434","0,4"
"24,437","0,4"
"24,441","0,39"
"24,443","0,39"
"24,443","0,39"
"24,447","0,38"
"24,452","0,38"
"24,453","0,37"
"24,455","0,37"
"24,456","0,37"
"24,459","0,36"
"24,463","0,36"
"24,466","0,35"
"24,467","0,35"
"24,469","0,35"
"24,474","0,34"
"24,475","0,34"
"24,475","0,34"
"24,479","0,33"
"24,483","0,33"
"24,485","0,32"
"24,486","0,32"
"24,489","0,32"
"24,493","0,31"
"24,496","0,3"
"24,496","0,3"
"24,499","0,3"
"24,503","0,29"
"24,512","0,28"
"24,514","0,28"
"24,515","0,28"
"24,519","0,28"
"24,522","0,27"
"24,522","0,27"
"24,523","0,26"
"24,523","0,25"
"24,535","0,25"
"24,536","0,25"
"24,536","0,24"
"24,536","0,24"
"24,536","0,23"
"24,538","0,23"
"24,538","0,23"
"24,543","0,22"
"24,546","0,22"
"24,547","0,21"
"24,547","0,2"
"24,552","0,2"
"24,556","0,19"
"24,559","0,19"
"24,559","0,19"
"24,563","0,18"
"24,566","0,18"
"24,568","0,17"
"24,568","0,17"
"24,572","0,16"
"24,575","0,15"
"24,58","0,15"
"24,58","0,15"
"24,581","0,14"
"24,586","0,14"
"24,589","0,14"
"24,589","0,13"
"24,591","0,12"
"24,596","0,12"
"24,598","0,11"
"24,598","0,11"
"24,603","0,1"
"24,606","0,1"
"24,608","0,1"
"24,608","0,09"
"24,612","0,09"
"24,616","0,08"
"24,618","0,08"
"24,618","0,07"
"24,622","0,07"
"24,624","0,06"
"24,628","0,06"
"24,631","0,05"
"24,631","0,05"
"24,636","0,05"
"24,636","0,04"
"24,641","0,03"
"24,643","0,03"
"24,643","0,03"
"24,647","0,02"
"24,649","0,01"
"24,652","0,01"
"24,656","0,01"
"24,662",0
"24,663",0
"24,663","-0,01"
"24,668","-0,02"
"24,671","-0,02"
"24,672","-0,02"
"24,672","-0,03"
"24,677","-0,04"
"24,679","-0,04"
"24,679","-0,04"
"24,681","-0,05"
"24,691","-0,05"
"24,692","-0,06"
"24,692","-0,06"
"24,692","-0,07"
"24,697","-0,07"
"24,698","-0,08"
"24,698","-0,08"
"24,703","-0,09"
"24,705","-0,09"
"24,709","-0,1"
"24,709","-0,1"
"24,712","-0,11"
"24,716","-0,11"
"24,718","-0,12"
"24,719","-0,13"
"24,721","-0,12"
"24,725","-0,13"
"24,729","-0,14"
"24,729","-0,14"
"24,732","-0,14"
"24,738","-0,15"
"24,739","-0,15"
"24,739","-0,16"
"24,742","-0,16"
"24,745","-0,17"
"24,749","-0,17"
"24,752","-0,18"
"24,752","-0,18"
"24,753","-0,19"
"24,758","-0,19"
"24,762","-0,19"
"24,762","-0,2"
"24,764","-0,2"
"24,769","-0,21"
"24,779","-0,22"
"24,78","-0,22"
"24,78","-0,23"
"24,781","-0,23"
"24,782","-0,23"
"24,783","-0,23"
"24,784","-0,24"
"24,807","-0,24"
"24,808","-0,25"
"24,808","-0,25"
"24,808","-0,26"
"24,809","-0,27"
"24,809","-0,27"
"24,809","-0,27"
"24,81","-0,27"
"24,81","-0,28"
"24,81","-0,28"
"24,813","-0,28"
"24,813","-0,29"
"24,816","-0,3"
"24,818","-0,3"
"24,823","-0,3"
"24,825","-0,31"
"24,825","-0,31"
"24,829","-0,32"
"24,832","-0,32"
"24,836","-0,32"
"24,837","-0,33"
"24,838","-0,33"
"24,84","-0,34"
"24,843","-0,34"
"24,846","-0,35"
"24,85","-0,35"
"24,852","-0,35"
"24,852","-0,35"
"24,856","-0,36"
"24,858","-0,36"
"24,861","-0,36"
"24,864","-0,37"
"24,868","-0,37"
"24,871","-0,38"
"24,872","-0,38"
"24,874","-0,38"
"24,876","-0,38"
"24,881","-0,39"
"24,882","-0,39"
"24,883","-0,39"
"24,887","-0,4"
"24,89","-0,41"
"24,892","-0,41"
"24,895","-0,41"
"24,896","-0,41"
"24,899","-0,41"
"24,902","-0,42"
"24,905","-0,43"
"24,908","-0,42"
"24,908","-0,43"
"24,912","-0,43"
"24,913","-0,43"
"24,918","-0,44"
"24,923","-0,44"
"24,924","-0,44"
"24,925","-0,45"
"24,929","-0,45"
"24,93","-0,45"
"24,931","-0,45"
"24,935","-0,46"
"24,945","-0,46"
"24,947","-0,46"
"24,947","-0,46"
"24,948","-0,46"
"24,948","-0,47"
"24,951","-0,47"
"24,962","-0,47"
"24,963","-0,47"
"24,963","-0,48"
"24,964","-0,48"
"24,964","-0,48"
"24,965","-0,48"
"24,966","-0,49"
"24,969","-0,49"
"24,974","-0,49"
"24,975","-0,49"
"24,976","-0,5"
"24,98","-0,5"
"24,983","-0,5"
"24,985","-0,5"
"24,985","-0,5"
"24,989","-0,5"
"24,992","-0,5"
"24,995","-0,5"
"24,995","-0,51"
"24,999","-0,51"
"25,004","-0,51"
"25,006","-0,51"
"25,009","-0,52"
"25,01","-0,52"
"25,012","-0,52"
"25,017","-0,52"
"25,018","-0,52"
"25,019","-0,53"
"25,021","-0,53"
"25,03","-0,53"
"25,031","-0,53"
"25,031","-0,53"
"25,031","-0,53"
"25,035","-0,53"
"25,04","-0,53"
"25,041","-0,54"
"25,042","-0,54"
"25,047","-0,54"
"25,049","-0,54"
"25,052","-0,54"
"25,052","-0,54"
"25,054","-0,55"
"25,058","-0,54"
"25,06","-0,54"
"25,061","-0,55"
"25,066","-0,54"
"25,069","-0,55"
"25,073","-0,55"
"25,074","-0,55"
"25,074","-0,55"
"25,079","-0,55"
"25,08","-0,55"
"25,085","-0,55"
"25,085","-0,55"
"25,088","-0,55"
"25,094","-0,55"
"25,095","-0,55"
"25,095","-0,55"
"25,098","-0,55"
"25,102","-0,55"
"25,105","-0,55"
"25,106","-0,55"
"25,109","-0,55"
"25,112","-0,55"
"25,117","-0,55"
"25,117","-0,55"
"25,118","-0,55"
"25,122","-0,55"
"25,124","-0,55"
"25,124","-0,55"
"25,127","-0,55"
"25,133","-0,55"
"25,134","-0,55"
"25,134","-0,54"
"25,136","-0,55"
"25,141","-0,54"
"25,144","-0,54"
"25,145","-0,54"
"25,148","-0,54"
"25,152","-0,54"
"25,156","-0,54"
"25,157","-0,54"
"25,157","-0,54"
"25,162","-0,53"
"25,164","-0,53"
"25,164","-0,54"
"25,169","-0,53"
"25,173","-0,53"
"25,173","-0,53"
"25,173","-0,53"
"25,178","-0,53"
"25,181","-0,52"
"25,185","-0,52"
"25,189","-0,52"
"25,19","-0,52"
"25,19","-0,52"
"25,196","-0,52"
"25,198","-0,52"
"25,198","-0,51"
"25,199","-0,51"
"25,205","-0,51"
"25,206","-0,51"
"25,206","-0,51"
"25,21","-0,5"
"25,215","-0,5"
"25,215","-0,5"
"25,216","-0,5"
"25,219","-0,5"
"25,225","-0,5"
"25,225","-0,5"
"25,226","-0,49"
"25,23","-0,49"
"25,234","-0,49"
"25,236","-0,49"
"25,236","-0,48"
"25,24","-0,48"
"25,243","-0,48"
"25,247","-0,48"
"25,25","-0,47"
"25,25","-0,47"
"25,252","-0,47"
"25,257","-0,47"
"25,259","-0,47"
"25,259","-0,47"
"25,262","-0,46"
"25,264","-0,45"
"25,268","-0,46"
"25,271","-0,46"
"25,271","-0,45"
"25,274","-0,45"
"25,277","-0,45"
"25,282","-0,45"
"25,283","-0,44"
"25,283","-0,44"
"25,289","-0,44"
"25,29","-0,43"
"25,293","-0,43"
"25,293","-0,43"
"25,298","-0,43"
"25,305","-0,42"
"25,306","-0,42"
"25,306","-0,42"
"25,308","-0,42"
"25,313","-0,41"
"25,314","-0,41"
"25,314","-0,41"
"25,318","-0,4"
"25,321","-0,4"
"25,325","-0,4"
"25,325","-0,4"
"25,328","-0,39"
"25,332","-0,39"
"25,334","-0,38"
"25,334","-0,38"
"25,338","-0,38"
"25,342","-0,37"
"25,344","-0,37"
"25,345","-0,37"
"25,349","-0,36"
"25,352","-0,36"
"25,355","-0,35"
"25,355","-0,35"
"25,358","-0,35"
"25,362","-0,34"
"25,364","-0,34"
"25,364","-0,33"
"25,368","-0,33"
"25,373","-0,32"
"25,375","-0,32"
"25,376","-0,32"
"25,377","-0,31"
"25,382","-0,31"
"25,383","-0,31"
"25,383","-0,3"
"25,397","-0,29"
"25,398","-0,29"
"25,398","-0,29"
"25,399","-0,28"
"25,399","-0,28"
"25,4","-0,28"
"25,404","-0,27"
"25,407","-0,26"
"25,407","-0,26"
"25,418","-0,25"
"25,42","-0,25"
"25,421","-0,25"
"25,422","-0,24"
"25,423","-0,24"
"25,426","-0,23"
"25,426","-0,23"
"25,427","-0,23"
"25,43","-0,22"
"25,433","-0,21"
"25,437","-0,21"
"25,438","-0,21"
"25,441","-0,2"
"25,442","-0,2"
"25,446","-0,19"
"25,448","-0,19"
"25,448","-0,18"
"25,451","-0,18"
"25,455","-0,17"
"25,458","-0,17"
"25,461","-0,17"
"25,461","-0,16"
"25,464","-0,15"
"25,467","-0,15"
"25,472","-0,15"
"25,474","-0,14"
"25,475","-0,14"
"25,477","-0,14"
"25,483","-0,13"
"25,484","-0,12"
"25,486","-0,12"
"25,487","-0,12"
"25,491","-0,11"
"25,496","-0,11"
"25,496","-0,1"
"25,497","-0,1"
"25,502","-0,09"
"25,509","-0,09"
"25,51","-0,09"
"25,51","-0,08"
"25,51","-0,07"
"25,514","-0,07"
"25,516","-0,07"
"25,517","-0,06"
"25,519","-0,06"
"25,525","-0,05"
"25,526","-0,05"
"25,527","-0,04"
"25,53","-0,04"
"25,535","-0,04"
"25,536","-0,03"
"25,537","-0,02"
"25,544","-0,02"
"25,545","-0,02"
"25,548","-0,01"
"25,549","-0,01"
"25,549","-0,01"
"25,552",0
"25,555",0
"25,558","0,01"
"25,558","0,02"
"25,562","0,02"
"25,564","0,02"
"25,569","0,03"
"25,572","0,03"
"25,573","0,04"
"25,575","0,04"
"25,579","0,05"
"25,582","0,05"
"25,583","0,05"
"25,585","0,06"
"25,589","0,07"
"25,592","0,07"
"25,592","0,07"
"25,596","0,08"
"25,6","0,09"
"25,602","0,09"
"25,602","0,09"
"25,605","0,1"
"25,609","0,11"
"25,612","0,11"
"25,613","0,11"
"25,615","0,12"
"25,622","0,12"
"25,623","0,13"
"25,623","0,13"
"25,627","0,14"
"25,629","0,14"
"25,632","0,15"
"25,632","0,15"
"25,635","0,16"
"25,64","0,16"
"25,641","0,17"
"25,642","0,17"
"25,644","0,17"
"25,649","0,18"
"25,652","0,18"
"25,652","0,19"
"25,656","0,19"
"25,658","0,2"
"25,661","0,2"
"25,661","0,21"
"25,664","0,21"
"25,676","0,22"
"25,677","0,22"
"25,678","0,23"
"25,678","0,23"
"25,678","0,24"
"25,681","0,24"
"25,684","0,25"
"25,684","0,25"
"25,69","0,25"
"25,691","0,25"
"25,694","0,26"
"25,696","0,26"
"25,696","0,27"
"25,7","0,28"
"25,702","0,28"
"25,706","0,28"
"25,708","0,29"
"25,709","0,29"
"25,712","0,3"
"25,717","0,3"
"25,719","0,3"
"25,719","0,3"
"25,722","0,31"
"25,726","0,31"
"25,73","0,32"
"25,732","0,32"
"25,733","0,32"
"25,74","0,32"
"25,74","0,33"
"25,74","0,33"
"25,741","0,34"
"25,747","0,34"
"25,75","0,34"
"25,752","0,34"
"25,752","0,35"
"25,755","0,35"
"25,759","0,36"
"25,762","0,36"
"25,762","0,36"
"25,765","0,36"
"25,772","0,37"
"25,773","0,37"
"25,773","0,38"
"25,775","0,38"
"25,777","0,38"
"25,783","0,38"
"25,784","0,38"
"25,785","0,39"
"25,79","0,39"
"25,791","0,39"
"25,794","0,4"
"25,795","0,4"
"25,798","0,41"
"25,8","0,41"
"25,812","0,4"
"25,814","0,41"
"25,815","0,41"
"25,815","0,42"
"25,816","0,42"
"25,831","0,42"
"25,833","0,42"
"25,833","0,43"
"25,834","0,43"
"25,834","0,43"
"25,835","0,44"
"25,835","0,44"
"25,836","0,44"
"25,843","0,44"
"25,844","0,45"
"25,845","0,45"
"25,845","0,45"
"25,846","0,46"
"25,85","0,46"
"25,85","0,46"
"25,853","0,46"
"25,856","0,47"
"25,858","0,47"
"25,859","0,48"
"25,862","0,48"
"25,865","0,47"
"25,869","0,48"
"25,873","0,48"
"25,874","0,48"
"25,875","0,49"
"25,877","0,49"
"25,882","0,49"
"25,885","0,5"
"25,886","0,49"
"25,887","0,5"
"25,892","0,5"
"25,895","0,5"
"25,896","0,51"
"25,898","0,5"
"25,905","0,5"
"25,906","0,51"
"25,906","0,51"
"25,91","0,51"
"25,912","0,51"
"25,915","0,52"
"25,915","0,52"
"25,918","0,52"
"25,923","0,52"
"25,924","0,52"
"25,925","0,52"
"25,927","0,52"
"25,931","0,53"
"25,935","0,53"
"25,937","0,53"
"25,938","0,53"
"25,941","0,53"
"25,944","0,52"
"25,949","0,53"
"25,952","0,53"
"25,952","0,53"
"25,958","0,53"
"25,959","0,53"
"25,96","0,53"
"25,96","0,53"
"25,963","0,53"
"25,967","0,53"
"25,97","0,54"
"25,97","0,54"
"25,973","0,54"
"25,976","0,54"
"25,979","0,53"
"25,979","0,54"
"25,984","0,54"
"25,985","0,54"
"25,991","0,54"
"25,992","0,54"
"25,992","0,54"
"25,996","0,53"
26,"0,53"
"26,002","0,53"
"26,003","0,53"
"26,006","0,53"
"26,01","0,53"
"26,011","0,53"
"26,011","0,53"
"26,017","0,53"
"26,022","0,53"
"26,022","0,53"
"26,022","0,53"
"26,026","0,53"
"26,03","0,53"
"26,033","0,52"
"26,033","0,53"
"26,035","0,52"
"26,038","0,52"
"26,041","0,52"
"26,042","0,52"
"26,046","0,52"
"26,051","0,51"
"26,052","0,52"
"26,053","0,52"
"26,057","0,51"
"26,06","0,51"
"26,061","0,52"
"26,062","0,51"
"26,066","0,51"
"26,08","0,51"
"26,081","0,51"
"26,082","0,51"
"26,083","0,51"
"26,083","0,5"
"26,102","0,5"
"26,107","0,5"
"26,109","0,5"
"26,109","0,5"
"26,11","0,5"
"26,11","0,5"
"26,11","0,5"
"26,11","0,5"
"26,111","0,5"
"26,111","0,49"
"26,112","0,49"
"26,112","0,49"
"26,113","0,49"
"26,113","0,49"
"26,115","0,49"
"26,119","0,49"
"26,125","0,48"
"26,126","0,48"
"26,127","0,48"
"26,129","0,48"
"26,133","0,48"
"26,134","0,47"
"26,139","0,47"
"26,14","0,47"
"26,144","0,47"
"26,144","0,46"
"26,145","0,46"
"26,149","0,46"
"26,153","0,46"
"26,157","0,46"
"26,158","0,46"
"26,158","0,45"
"26,161","0,45"
"26,164","0,45"
"26,165","0,44"
"26,168","0,44"
"26,17","0,44"
"26,174","0,44"
"26,177","0,43"
"26,177","0,43"
"26,181","0,43"
"26,183","0,43"
"26,188","0,42"
"26,189","0,42"
"26,189","0,42"
"26,193","0,41"
"26,198","0,41"
"26,199","0,41"
"26,199","0,4"
"26,202","0,4"
"26,208","0,4"
"26,21","0,4"
"26,21","0,39"
"26,213","0,39"
"26,217","0,38"
"26,219","0,38"
"26,22","0,38"
"26,231","0,37"
"26,233","0,37"
"26,233","0,37"
"26,233","0,36"
"26,234","0,36"
"26,242","0,36"
"26,243","0,35"
"26,244","0,35"
"26,244","0,35"
"26,247","0,34"
"26,25","0,34"
"26,251","0,33"
"26,253","0,33"
"26,257","0,33"
"26,259","0,32"
"26,259","0,32"
"26,262","0,31"
"26,265","0,31"
"26,272","0,3"
"26,274","0,3"
"26,275","0,3"
"26,276","0,3"
"26,278","0,29"
"26,283","0,29"
"26,285","0,28"
"26,286","0,28"
"26,29","0,27"
"26,292","0,27"
"26,296","0,27"
"26,296","0,26"
"26,299","0,26"
"26,305","0,25"
"26,307","0,25"
"26,308","0,25"
"26,309","0,24"
"26,314","0,24"
"26,314","0,23"
"26,314","0,23"
"26,319","0,22"
"26,322","0,22"
"26,325","0,22"
"26,325","0,22"
"26,329","0,21"
"26,334","0,21"
"26,335","0,2"
"26,335","0,2"
"26,341","0,19"
"26,342","0,19"
"26,345","0,19"
"26,345","0,18"
"26,348","0,18"
"26,353","0,17"
"26,355","0,17"
"26,356","0,16"
"26,357","0,16"
"26,36","0,16"
"26,365","0,16"
"26,368","0,15"
"26,368","0,14"
"26,371","0,14"
"26,375","0,14"
"26,378","0,13"
"26,378","0,12"
"26,381","0,12"
"26,384","0,12"
"26,389","0,11"
"26,389","0,11"
"26,39","0,1"
"26,396","0,1"
"26,398","0,1"
"26,398","0,09"
"26,4","0,09"
"26,404","0,08"
"26,407","0,08"
"26,408","0,08"
"26,411","0,07"
"26,414","0,06"
"26,417","0,06"
"26,417","0,06"
"26,422","0,05"
"26,424","0,04"
"26,427","0,04"
"26,428","0,04"
"26,431","0,03"
"26,434","0,03"
"26,437","0,02"
"26,437","0,01"
"26,439","0,01"
"26,442",0
"26,447",0
"26,449",0
"26,45","-0,01"
"26,454","-0,01"
"26,455","-0,02"
"26,458","-0,02"
"26,462","-0,03"
"26,463","-0,04"
"26,465","-0,04"
"26,468","-0,05"
"26,471","-0,05"
"26,474","-0,05"
"26,475","-0,05"
"26,477","-0,06"
"26,48","-0,07"
"26,483","-0,07"
"26,493","-0,08"
"26,494","-0,08"
"26,495","-0,09"
"26,496","-0,09"
"26,496","-0,1"
"26,497","-0,1"
"26,5","-0,11"
"26,512","-0,11"
"26,513","-0,12"
"26,514","-0,12"
"26,514","-0,13"
"26,515","-0,13"
"26,517","-0,14"
"26,518","-0,14"
"26,524","-0,14"
"26,525","-0,15"
"26,526","-0,15"
"26,53","-0,16"
